Sample_name,Hash,nReads
Locus_1_Sample-28-3_S92,aabd7e6a689836ba05bc360cd9aecacf70d0b1e9,4
Locus_1_Sample-28-3_S92,3aba34b27c08e2874aff6c95b71f6b391b2703aa,253
Locus_1_Sample-28-3_S92,d267b585434172d79e71e3d6049da5c9461e03f9,238
Locus_1_Sample-28-3_S92,6f6d1bf37addd57d5ef707e264cdba6713451cc9,87
Locus_1_Sample-28-3_S92,5b9dbcc03e8cdb79005ef9159d7031e3492f2001,43
Locus_1_Sample-28-3_S92,8a7e053fd56c062f35b5598d9481c441c2c5aaa8,2
Locus_1_Sample-29-1_S41,42737cd65bab38b57ea8949256ab1dbc59f5d054,13
Locus_1_Sample-29-1_S41,7edc82ae907368e2ba93f8d04552ca58def53f5b,329
Locus_1_Sample-29-1_S41,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,262
Locus_1_Sample-29-1_S41,5dd046e872a3d4a2d69e5d74a88f680516715f9f,4471
Locus_1_Sample-29-1_S41,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,12425
Locus_1_Sample-29-1_S41,3d93e9753e58c59a65605680bf8a46735ed450e9,9
Locus_1_Sample-29-1_S41,fb9e5c5202fae1a633b37b3445673ef44e3ca891,2882
Locus_1_Sample-29-1_S41,760fc3cb05911cd49affeee1052ade0166c54bc9,104
Locus_1_Sample-29-1_S41,100fda5174b43042ae1cc81916acdce81e9b2d21,12
Locus_1_Sample-29-1_S41,dcd64feee9f077095a1ec234a2c612431282481b,128
Locus_1_Sample-29-1_S41,ce668a68ba448eae1b213db527575f337218d320,19
Locus_1_Sample-29-1_S41,173759873e90255dcfbff192f8a87faea35bf8fb,1043
Locus_1_Sample-29-1_S41,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,12
Locus_1_Sample-29-1_S41,d68c3101ff8e0732ac570feb0cf07fd3efdb2421,2516
Locus_1_Sample-29-1_S41,f1565bdad12daa27c10f267d489a6c70f172c10b,87
Locus_1_Sample-29-1_S41,389f4844880ec7a1a805e04b9c5d926c8414df9c,113
Locus_1_Sample-29-1_S41,a6f5999066bcea5318525d5e830ef3f2854d3170,46
Locus_1_Sample-29-1_S41,b911bcd22f9049061700b88e14aaf98018f73af2,751
Locus_1_Sample-29-1_S41,0154ba472a1209608797d5605779f484afe91a11,6
Locus_1_Sample-29-1_S41,c647e2675f281129f28842f1b5e2cfeba5b740bb,3
Locus_1_Sample-29-2_S67,7edc82ae907368e2ba93f8d04552ca58def53f5b,39
Locus_1_Sample-29-2_S67,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,7520
Locus_1_Sample-29-2_S67,5dd046e872a3d4a2d69e5d74a88f680516715f9f,348
Locus_1_Sample-29-2_S67,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,25754
Locus_1_Sample-29-2_S67,3d93e9753e58c59a65605680bf8a46735ed450e9,5
Locus_1_Sample-29-2_S67,fb9e5c5202fae1a633b37b3445673ef44e3ca891,2557
Locus_1_Sample-29-2_S67,760fc3cb05911cd49affeee1052ade0166c54bc9,5091
Locus_1_Sample-29-2_S67,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,668
Locus_1_Sample-29-2_S67,78bc87be1cb86ffd6ebb028518571db3bade8e4c,2658
Locus_1_Sample-29-2_S67,100fda5174b43042ae1cc81916acdce81e9b2d21,8
Locus_1_Sample-29-2_S67,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,3057
Locus_1_Sample-29-2_S67,c92f17b1c5a74a9a9ea00eafd6e7b169009ec860,9
Locus_1_Sample-29-2_S67,173759873e90255dcfbff192f8a87faea35bf8fb,2917
Locus_1_Sample-29-2_S67,1d95dbb601a3f790ec264e4df021a0d37a7ff29a,31
Locus_1_Sample-29-2_S67,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,1251
Locus_1_Sample-29-2_S67,d68c3101ff8e0732ac570feb0cf07fd3efdb2421,2984
Locus_1_Sample-29-2_S67,d16946209d740efffdc258091dfdb82a577921e8,120
Locus_1_Sample-29-2_S67,46dbd4f279f770d303c888f6e4c3aabacca5b1ef,979
Locus_1_Sample-29-2_S67,5e46e56f86cc1094af2d1803e8f03208dad7c19f,952
Locus_1_Sample-29-2_S67,389f4844880ec7a1a805e04b9c5d926c8414df9c,415
Locus_1_Sample-29-2_S67,a6f5999066bcea5318525d5e830ef3f2854d3170,459
Locus_1_Sample-29-2_S67,3e67c190cde6769ff5d234f3b928f8fc8c62ee91,367
Locus_1_Sample-29-2_S67,f993b6e9576fbc3515f8d4fb1f21287ec4704f42,732
Locus_1_Sample-29-2_S67,fe604d7167376f69f08de4acc30ae06f6677f6cc,356
Locus_1_Sample-29-2_S67,ccaa417888a9bc5d060d8a3c2dd5c4df4068ab16,805
Locus_1_Sample-29-2_S67,d0d14d8b52d9c2581fcfc4d1894290d8b8add786,283
Locus_1_Sample-29-2_S67,12d2dca1adeb2d260cb28b45b98ec49a56ddfa0f,250
Locus_1_Sample-29-2_S67,ae2f6d17fdccbc6153f85d91d2b998932d05f1c6,36
Locus_1_Sample-29-2_S67,ffe5e6a522ef802f2172d7500b535b22c2b8e3fe,164
Locus_1_Sample-29-2_S67,656a0904702725cbf4610e394d6573313c79fcf8,9
Locus_1_Sample-29-2_S67,7ba37178e76a43a9a94126549343dc194c62f28e,22
Locus_1_Sample-29-2_S67,a3f2e93d95c0355a0ffc65bc5700d2c866d81a04,3
Locus_1_Sample-29-3_S93,42737cd65bab38b57ea8949256ab1dbc59f5d054,6
Locus_1_Sample-29-3_S93,7edc82ae907368e2ba93f8d04552ca58def53f5b,72
Locus_1_Sample-29-3_S93,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,321
Locus_1_Sample-29-3_S93,5dd046e872a3d4a2d69e5d74a88f680516715f9f,1930
Locus_1_Sample-29-3_S93,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,11904
Locus_1_Sample-29-3_S93,760fc3cb05911cd49affeee1052ade0166c54bc9,860
Locus_1_Sample-29-3_S93,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,11
Locus_1_Sample-29-3_S93,173759873e90255dcfbff192f8a87faea35bf8fb,572
Locus_1_Sample-29-3_S93,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,337
Locus_1_Sample-29-3_S93,f1565bdad12daa27c10f267d489a6c70f172c10b,102
Locus_1_Sample-29-3_S93,e4be1fe6ee855e5627a23218a12789edb764c3a7,13
Locus_1_Sample-29-3_S93,d7dd42ef4e8a2385699e25ce5a5a0cacd7024880,25
Locus_1_Sample-29-3_S93,21151711211ea83d148f3fbcddf01a030fbe7b96,684
Locus_1_Sample-29-3_S93,e63039e11af44566301116f92422cdf14618c042,590
Locus_1_Sample-29-3_S93,62e509eb4645d269917b48cfb9cd689cdbf0adbd,126
Locus_1_Sample-3-1_S22,42737cd65bab38b57ea8949256ab1dbc59f5d054,13
Locus_1_Sample-3-1_S22,7edc82ae907368e2ba93f8d04552ca58def53f5b,44838
Locus_1_Sample-3-1_S22,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,3820
Locus_1_Sample-3-1_S22,5dd046e872a3d4a2d69e5d74a88f680516715f9f,3329
Locus_1_Sample-3-1_S22,760fc3cb05911cd49affeee1052ade0166c54bc9,28
Locus_1_Sample-3-1_S22,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,1222
Locus_1_Sample-3-1_S22,100fda5174b43042ae1cc81916acdce81e9b2d21,37
Locus_1_Sample-3-1_S22,c858030af9d3469e47d9b90f5fbe435774867677,435
Locus_1_Sample-3-1_S22,ce668a68ba448eae1b213db527575f337218d320,1077
Locus_1_Sample-3-1_S22,173759873e90255dcfbff192f8a87faea35bf8fb,17
Locus_1_Sample-3-1_S22,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,344
Locus_1_Sample-3-1_S22,452664a3e68d8afd0a9ad25581cb6d0e50a5a271,6
Locus_1_Sample-3-1_S22,d20c0e33de9bc1ff5c17ecb93d25dde000fb56c8,459
Locus_1_Sample-3-1_S22,c7dd3387fa8524dd92a9724b3a520f03a246e176,538
Locus_1_Sample-3-1_S22,b23a79d58ecab99b9d0aa982da02816037a52b09,7
Locus_1_Sample-3-1_S22,1cc9d33eb2db36f2b1659befdb2df937aa966ac3,591
Locus_1_Sample-3-1_S22,aabd7e6a689836ba05bc360cd9aecacf70d0b1e9,485
Locus_1_Sample-3-1_S22,3bf4da53689c9793c3951fa15f882a4d763f0131,447
Locus_1_Sample-3-1_S22,1e42016d41285037467d1721f8fa8b863b4dc8e5,268
Locus_1_Sample-3-1_S22,4e23e5299896c9b4362621208d8093da0ac026ed,323
Locus_1_Sample-3-1_S22,9cb924316106edd1b496b93a0ad5c806b6b4bd99,317
Locus_1_Sample-3-1_S22,ffdd7d5d6e0ad48ad801241c2d3198ae13ba2920,16
Locus_1_Sample-3-1_S22,a5da9284229fe36a5f85bf45f99d9746880475e7,58
Locus_1_Sample-3-1_S22,1ab926a32167fd75bf96170d4b5396f318d7ac6f,11
Locus_1_Sample-3-2_S48,7edc82ae907368e2ba93f8d04552ca58def53f5b,46655
Locus_1_Sample-3-2_S48,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,98
Locus_1_Sample-3-2_S48,5dd046e872a3d4a2d69e5d74a88f680516715f9f,4024
Locus_1_Sample-3-2_S48,3d93e9753e58c59a65605680bf8a46735ed450e9,4
Locus_1_Sample-3-2_S48,760fc3cb05911cd49affeee1052ade0166c54bc9,367
Locus_1_Sample-3-2_S48,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,1926
Locus_1_Sample-3-2_S48,c858030af9d3469e47d9b90f5fbe435774867677,2389
Locus_1_Sample-3-2_S48,ce668a68ba448eae1b213db527575f337218d320,107
Locus_1_Sample-3-2_S48,c5c9292b1299f44d8ef53d164ecf420695e5f686,413
Locus_1_Sample-3-2_S48,bc10f9a02dabe816c76a829640b45b9f4e4e8a33,450
Locus_1_Sample-3-2_S48,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,565
Locus_1_Sample-3-2_S48,d5cf90e2c41f2e765883724683d8e75066516b82,365
Locus_1_Sample-3-2_S48,f24e923466243dea18aade30cdbe520da3f7ec2d,8
Locus_1_Sample-3-2_S48,5c2742984f6534155f7ed5c1f5f1346ccfb43cc1,859
Locus_1_Sample-3-2_S48,0a7cd96837d90210fe1305f1b753f2127cc231c5,1881
Locus_1_Sample-3-2_S48,c7dd3387fa8524dd92a9724b3a520f03a246e176,659
Locus_1_Sample-3-2_S48,135980f8555a66212fc22b44692694b2c4816851,1236
Locus_1_Sample-3-2_S48,56e3b1e1e1096547e98ce3efadf9bcbea5de2b69,371
Locus_1_Sample-3-2_S48,7d31dbbe8ce88aafe97363e6fec1837b027545c6,656
Locus_1_Sample-3-2_S48,fa379150965f155daa0499b6203b7f8639119e54,618
Locus_1_Sample-3-2_S48,e69dbf5cd22cb2b8146a4ea01a60588a76e0c8bd,601
Locus_1_Sample-3-2_S48,c4ff4ae733b20300cb3e7934b378f9b57d53e2cd,351
Locus_1_Sample-3-2_S48,1702ba712200692962eb25ba537001b08ca23211,274
Locus_1_Sample-3-2_S48,ffdd7d5d6e0ad48ad801241c2d3198ae13ba2920,42
Locus_1_Sample-3-2_S48,d1365a4da6dca2d61b94525a39ba46d85b4bb8d4,22
Locus_1_Sample-3-2_S48,f6595898887d227ee3c04adc6c8d18c2888c5d2a,160
Locus_1_Sample-3-2_S48,0a23facf57968153f6c7650da174f66c7aa4de87,3
Locus_1_Sample-3-2_S48,84ae3dcd664492232a1eb817b8ed137958c48da5,146
Locus_1_Sample-3-2_S48,c9fd2737770c2cc80a5a20f10b89334963226061,75
Locus_1_Sample-3-2_S48,16f15b426c6006dbf5edb5ea993b8081286af082,12
Locus_1_Sample-3-2_S48,a5f98648f192e28aac78a5f0bb4c08ec0cde71ec,3
Locus_1_Sample-3-3_S74,7edc82ae907368e2ba93f8d04552ca58def53f5b,17122
Locus_1_Sample-3-3_S74,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,930
Locus_1_Sample-3-3_S74,5dd046e872a3d4a2d69e5d74a88f680516715f9f,269
Locus_1_Sample-3-3_S74,760fc3cb05911cd49affeee1052ade0166c54bc9,309
Locus_1_Sample-3-3_S74,56720e36c8e3dbf5fa47388a19bc597831cbe056,6
Locus_1_Sample-3-3_S74,100fda5174b43042ae1cc81916acdce81e9b2d21,590
Locus_1_Sample-3-3_S74,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,95
Locus_1_Sample-3-3_S74,c858030af9d3469e47d9b90f5fbe435774867677,600
Locus_1_Sample-3-3_S74,dcd64feee9f077095a1ec234a2c612431282481b,272
Locus_1_Sample-3-3_S74,ce668a68ba448eae1b213db527575f337218d320,1303
Locus_1_Sample-3-3_S74,7d3b2fd17279d4feb95be4890d9953a3f167d752,304
Locus_1_Sample-3-3_S74,bc10f9a02dabe816c76a829640b45b9f4e4e8a33,176
Locus_1_Sample-3-3_S74,f3f9d5c3e54e563baf7ada50722db4b9c430cef7,189
Locus_1_Sample-3-3_S74,1d95dbb601a3f790ec264e4df021a0d37a7ff29a,612
Locus_1_Sample-3-3_S74,3603946643485cfbfaa736fa239ec37f541ee1a6,960
Locus_1_Sample-3-3_S74,d20c0e33de9bc1ff5c17ecb93d25dde000fb56c8,583
Locus_1_Sample-3-3_S74,bdb0117a6e27eeeb0304b4aff8b0d2d601086d85,629
Locus_1_Sample-3-3_S74,2b9adc766165fa6ba3841ecb2833a8324a9c393a,150
Locus_1_Sample-3-3_S74,d863541fe091a78ec7e774268f1e1673a9501086,403
Locus_1_Sample-3-3_S74,15cce77036831cdd72157ded2356c8dd7cdd5312,362
Locus_1_Sample-3-3_S74,90849480ce2b69270837260000fdacf05d955de2,237
Locus_1_Sample-3-3_S74,28a3d31566120b77182b1baff75399e8ce406299,213
Locus_1_Sample-3-3_S74,829e67259820385da9f58d8e8996917b903d5f6d,201
Locus_1_Sample-3-3_S74,ed5e1d8601659c997b0ee5e63133baa73bb960fa,39
Locus_1_Sample-3-3_S74,cecbf19bedf656b12d3ba4729e14e80fb2b5612c,106
Locus_1_Sample-3-3_S74,7a9d08bad8a4c10c85fb20e156e54ee4d6a120d0,52
Locus_1_Sample-3-3_S74,6b565a573c386c87f09ca0120b51489742870235,13
Locus_1_Sample-3-3_S74,12d93f8d2841bfa2b1863087d0578366a846bbb1,12
Locus_1_Sample-30-1_S42,7edc82ae907368e2ba93f8d04552ca58def53f5b,157
Locus_1_Sample-30-1_S42,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,174
Locus_1_Sample-30-1_S42,5dd046e872a3d4a2d69e5d74a88f680516715f9f,10951
Locus_1_Sample-30-1_S42,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,71
Locus_1_Sample-30-1_S42,760fc3cb05911cd49affeee1052ade0166c54bc9,58
Locus_1_Sample-30-1_S42,100fda5174b43042ae1cc81916acdce81e9b2d21,6
Locus_1_Sample-30-1_S42,173759873e90255dcfbff192f8a87faea35bf8fb,4
Locus_1_Sample-30-1_S42,63b90b1361d041e077001244b217d74d5f0b1691,8
Locus_1_Sample-30-1_S42,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,4
Locus_1_Sample-30-1_S42,f1565bdad12daa27c10f267d489a6c70f172c10b,29
Locus_1_Sample-30-2_S68,7edc82ae907368e2ba93f8d04552ca58def53f5b,25
Locus_1_Sample-30-2_S68,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,86
Locus_1_Sample-30-2_S68,5dd046e872a3d4a2d69e5d74a88f680516715f9f,1035
Locus_1_Sample-30-2_S68,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,164
Locus_1_Sample-30-2_S68,3d93e9753e58c59a65605680bf8a46735ed450e9,8
Locus_1_Sample-30-2_S68,fb9e5c5202fae1a633b37b3445673ef44e3ca891,79870
Locus_1_Sample-30-2_S68,760fc3cb05911cd49affeee1052ade0166c54bc9,65
Locus_1_Sample-30-2_S68,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,25
Locus_1_Sample-30-2_S68,100fda5174b43042ae1cc81916acdce81e9b2d21,8
Locus_1_Sample-30-2_S68,173759873e90255dcfbff192f8a87faea35bf8fb,72
Locus_1_Sample-30-2_S68,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,5
Locus_1_Sample-30-2_S68,d68c3101ff8e0732ac570feb0cf07fd3efdb2421,68
Locus_1_Sample-30-2_S68,f1565bdad12daa27c10f267d489a6c70f172c10b,26
Locus_1_Sample-30-2_S68,46dbd4f279f770d303c888f6e4c3aabacca5b1ef,7
Locus_1_Sample-30-2_S68,b9b20bf954114b35c77860a2ac0fcf591a683b49,1782
Locus_1_Sample-30-2_S68,3288cb9c98c590c38b9d7b5dda3c526dfa1a6da8,1162
Locus_1_Sample-30-2_S68,ccaa417888a9bc5d060d8a3c2dd5c4df4068ab16,56
Locus_1_Sample-30-2_S68,b0e6eeb9e44201a76cbd9649bf72866354b46935,860
Locus_1_Sample-30-2_S68,a7e7f457e3052cc3a4a4f7d8c5fe988ef84fa0c7,667
Locus_1_Sample-30-2_S68,9f95b17040e734e3e1d857ed9bf404450caa4ce2,7
Locus_1_Sample-30-3_S94,7edc82ae907368e2ba93f8d04552ca58def53f5b,109
Locus_1_Sample-30-3_S94,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,142
Locus_1_Sample-30-3_S94,fb9e5c5202fae1a633b37b3445673ef44e3ca891,9
Locus_1_Sample-30-3_S94,100fda5174b43042ae1cc81916acdce81e9b2d21,24
Locus_1_Sample-30-3_S94,a9189cb7ffcb95b3659cbc7cbdb50bfb778316b6,10
Locus_1_Sample-30-3_S94,dcd5c0624182972839c97ca4bb77e8fac0372896,16
Locus_1_Sample-30-3_S94,173759873e90255dcfbff192f8a87faea35bf8fb,32
Locus_1_Sample-30-3_S94,f1565bdad12daa27c10f267d489a6c70f172c10b,199
Locus_1_Sample-30-3_S94,d7dd42ef4e8a2385699e25ce5a5a0cacd7024880,7
Locus_1_Sample-32-1_S43,42737cd65bab38b57ea8949256ab1dbc59f5d054,7
Locus_1_Sample-32-1_S43,7edc82ae907368e2ba93f8d04552ca58def53f5b,42
Locus_1_Sample-32-1_S43,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,40
Locus_1_Sample-32-1_S43,5dd046e872a3d4a2d69e5d74a88f680516715f9f,50
Locus_1_Sample-32-1_S43,760fc3cb05911cd49affeee1052ade0166c54bc9,9543
Locus_1_Sample-32-1_S43,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,37
Locus_1_Sample-32-1_S43,f1565bdad12daa27c10f267d489a6c70f172c10b,33
Locus_1_Sample-32-1_S43,dbd1a599f82067f4c96782fdea9c4aa0bbf55e6f,801
Locus_1_Sample-32-1_S43,d3326a8b60904c1e341c255cf70adadbcf568281,369
Locus_1_Sample-32-2_S69,5dd046e872a3d4a2d69e5d74a88f680516715f9f,135
Locus_1_Sample-32-2_S69,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,67
Locus_1_Sample-32-2_S69,3d93e9753e58c59a65605680bf8a46735ed450e9,16
Locus_1_Sample-32-2_S69,fb9e5c5202fae1a633b37b3445673ef44e3ca891,6682
Locus_1_Sample-32-2_S69,760fc3cb05911cd49affeee1052ade0166c54bc9,15092
Locus_1_Sample-32-2_S69,c858030af9d3469e47d9b90f5fbe435774867677,387
Locus_1_Sample-32-2_S69,c92f17b1c5a74a9a9ea00eafd6e7b169009ec860,5
Locus_1_Sample-32-2_S69,173759873e90255dcfbff192f8a87faea35bf8fb,16
Locus_1_Sample-32-2_S69,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,26
Locus_1_Sample-32-2_S69,a73a63af27c2e9e0a28a4e041ee9a5aa109af4f6,5061
Locus_1_Sample-32-2_S69,f1565bdad12daa27c10f267d489a6c70f172c10b,29
Locus_1_Sample-32-2_S69,b9b20bf954114b35c77860a2ac0fcf591a683b49,155
Locus_1_Sample-32-2_S69,cfb57630b5b10b85aa4bc268cc3499199fe8ce43,796
Locus_1_Sample-32-2_S69,cd62d9c5b20c1e624c01ae99a9a7e8eafb417249,344
Locus_1_Sample-32-2_S69,6e17fc7bb0c26d0dd2093745482b0d06aa6fd7b3,286
Locus_1_Sample-32-2_S69,94b26ca310fc24dbbd7bef7103ee703be1b2366e,208
Locus_1_Sample-32-2_S69,803f504acf0d9515b456a351a4e1806cd533bd81,123
Locus_1_Sample-32-2_S69,ccb61bd81e562fb1320bc94244e07647607da5ef,174
Locus_1_Sample-32-2_S69,e9c470e449f6086f61679cd1d7d8dad37b5ab02b,88
Locus_1_Sample-32-2_S69,245c8c948767db3aed800ceb08cddb39c088c7f3,75
Locus_1_Sample-32-2_S69,7772c19d36ce767e9cdac02296b1004905d6a4e8,4
Locus_1_Sample-32-3_S95,7edc82ae907368e2ba93f8d04552ca58def53f5b,93
Locus_1_Sample-32-3_S95,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,108
Locus_1_Sample-32-3_S95,173759873e90255dcfbff192f8a87faea35bf8fb,38
Locus_1_Sample-32-3_S95,f1565bdad12daa27c10f267d489a6c70f172c10b,194
Locus_1_Sample-32-3_S95,bdebfeeb9c833627642eab9a2e13c4fc96ab7f52,11
Locus_1_Sample-34-1_S44,7edc82ae907368e2ba93f8d04552ca58def53f5b,23
Locus_1_Sample-34-1_S44,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,22954
Locus_1_Sample-34-1_S44,3d93e9753e58c59a65605680bf8a46735ed450e9,5
Locus_1_Sample-34-1_S44,932043d71348ec0b563e49ed7c38a945f0903b60,31128
Locus_1_Sample-34-1_S44,760fc3cb05911cd49affeee1052ade0166c54bc9,3583
Locus_1_Sample-34-1_S44,100fda5174b43042ae1cc81916acdce81e9b2d21,538
Locus_1_Sample-34-1_S44,173759873e90255dcfbff192f8a87faea35bf8fb,1691
Locus_1_Sample-34-1_S44,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,154
Locus_1_Sample-34-1_S44,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,1204
Locus_1_Sample-34-1_S44,888b5269b255e3f00cd39354100c5b5bece8e7d9,631
Locus_1_Sample-34-1_S44,80eedb581749a9850e454d56ea56dde1f55fb216,570
Locus_1_Sample-34-1_S44,9c5c5e0f0e4bb96000257c947340b3d69ed679ae,534
Locus_1_Sample-34-1_S44,de5df6ea51bfefb74ccc039cb00e47fee54187ce,526
Locus_1_Sample-34-1_S44,7863a93378e9e0f1ab08124fc57f87f4347ea6c1,316
Locus_1_Sample-34-1_S44,0775ae3f760b5f2e33fd8ca70a4ed82cb39b0ce2,165
Locus_1_Sample-34-2_S70,7edc82ae907368e2ba93f8d04552ca58def53f5b,36
Locus_1_Sample-34-2_S70,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,1290
Locus_1_Sample-34-2_S70,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,3764
Locus_1_Sample-34-2_S70,932043d71348ec0b563e49ed7c38a945f0903b60,27872
Locus_1_Sample-34-2_S70,760fc3cb05911cd49affeee1052ade0166c54bc9,13818
Locus_1_Sample-34-2_S70,dcd64feee9f077095a1ec234a2c612431282481b,1514
Locus_1_Sample-34-2_S70,173759873e90255dcfbff192f8a87faea35bf8fb,1753
Locus_1_Sample-34-2_S70,f5c8850bf0ad8a14bdd1d9301dec5fd35c7399c1,1513
Locus_1_Sample-34-2_S70,23510879c8c0b828dc92e28c806265caaefd3e76,2969
Locus_1_Sample-34-2_S70,bfff37c6a161e9c086f0b661884742007804e57b,1293
Locus_1_Sample-34-2_S70,8c3c942e11d268e68ecc8faf9b31018bc432bf02,1169
Locus_1_Sample-34-2_S70,38af8f9c2b8a7c0b56c47983d7d87bac8e47aba6,271
Locus_1_Sample-34-2_S70,1444a99165e181c88bb78e1d7af03b554a15ff36,564
Locus_1_Sample-34-2_S70,03e87d7c7ff535081d606f4ac36cf0db88770a84,534
Locus_1_Sample-34-2_S70,bd5f13dc5c373dcf5ccd1f50d19c90547604e118,332
Locus_1_Sample-34-2_S70,3f7c52743817dd074ff38ed19fa3c535041278cf,134
Locus_1_Sample-34-2_S70,fdaa85c566beace956d9faa43e2eb85faad427a9,122
Locus_1_Sample-34-2_S70,83309efc2e9f9f6b9eb1ad4ab0f7b36a5439fca6,114
Locus_1_Sample-34-2_S70,3b3019c982dacd470ca1488d4222a59e22b4a308,100
Locus_1_Sample-34-3_S96,42737cd65bab38b57ea8949256ab1dbc59f5d054,107
Locus_1_Sample-34-3_S96,7edc82ae907368e2ba93f8d04552ca58def53f5b,12
Locus_1_Sample-34-3_S96,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,30625
Locus_1_Sample-34-3_S96,932043d71348ec0b563e49ed7c38a945f0903b60,34347
Locus_1_Sample-34-3_S96,e7ccbe98228c1564c32f6e7d7b9235a0f1fe0f87,334
Locus_1_Sample-34-3_S96,5e46e56f86cc1094af2d1803e8f03208dad7c19f,1003
Locus_1_Sample-34-3_S96,389f4844880ec7a1a805e04b9c5d926c8414df9c,329
Locus_1_Sample-34-3_S96,4b748d5cdcacb1ba767d6ae7e40283417ea549be,2328
Locus_1_Sample-34-3_S96,a6f5999066bcea5318525d5e830ef3f2854d3170,835
Locus_1_Sample-34-3_S96,3e67c190cde6769ff5d234f3b928f8fc8c62ee91,738
Locus_1_Sample-34-3_S96,8f9d2f04549dd67c605bd31cb4ed3f04ec024476,1302
Locus_1_Sample-34-3_S96,39932da3db399ffd1c14f0d61f4a6a4b2f270054,1145
Locus_1_Sample-34-3_S96,7ec1a6eb923451507413b47f63ec85a708d03d51,813
Locus_1_Sample-34-3_S96,38af8f9c2b8a7c0b56c47983d7d87bac8e47aba6,313
Locus_1_Sample-34-3_S96,5e42ea0fac1f57f2288a56021e4b2e0e4478ff0f,549
Locus_1_Sample-34-3_S96,9bd4029c0537f33a446fad09e2c46075aba26325,370
Locus_1_Sample-34-3_S96,b593279ef73bcc97aa82a1d8fd3bb756e86224e9,154
Locus_1_Sample-34-3_S96,656a0904702725cbf4610e394d6573313c79fcf8,56
Locus_1_Sample-34-3_S96,7ba37178e76a43a9a94126549343dc194c62f28e,63
Locus_1_Sample-34-3_S96,723c409c60467f6e48107b54a27c08c5709fad06,102
Locus_1_Sample-34-3_S96,c6c0743bc1b87d47d583d1ac8da383aa76867e60,64
Locus_1_Sample-34-3_S96,c840cf649f8dcfb2ccc03daa818e2d4a7e949930,45
Locus_1_Sample-34-3_S96,b5110b48366adb6ac877d7dcf5c966b5f75725e7,43
Locus_1_Sample-34-3_S96,49e210fb56f3728813f29538e0464e8611ef98e9,9
Locus_1_Sample-34-3_S96,33b7bafa3f929914fab148fb6de21c393d5e41f7,3
Locus_1_Sample-34-3_S96,a0a25b2f415af7a4f1afccb769e54581479f4d1d,2
Locus_1_Sample-4-1_S23,42737cd65bab38b57ea8949256ab1dbc59f5d054,25
Locus_1_Sample-4-1_S23,7edc82ae907368e2ba93f8d04552ca58def53f5b,28437
Locus_1_Sample-4-1_S23,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,8935
Locus_1_Sample-4-1_S23,5dd046e872a3d4a2d69e5d74a88f680516715f9f,775
Locus_1_Sample-4-1_S23,3d93e9753e58c59a65605680bf8a46735ed450e9,12
Locus_1_Sample-4-1_S23,100fda5174b43042ae1cc81916acdce81e9b2d21,11216
Locus_1_Sample-4-1_S23,c858030af9d3469e47d9b90f5fbe435774867677,589
Locus_1_Sample-4-1_S23,92354c3d84e73f2fb87c115fcdcf9bc4518a1401,898
Locus_1_Sample-4-1_S23,173759873e90255dcfbff192f8a87faea35bf8fb,13
